patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
326,logreg,Raw_C3.0,-1.0894,0.1526,0.1025,3.36
326,logreg,HMM_b0.4*_C3.0,-1.0894,0.1737,0.1237,6.03
326,logreg,HMM_b0.6_C3.0,-1.0894,0.1737,0.1238,6.23
326,logreg,HMM_b0.7_C3.0,-1.0894,0.1737,0.1238,6.23
326,logreg,HMM_b0.8_C3.0,-1.0894,0.1737,0.1271,6.44
326,logreg,HMM_b0.85_C3.0,-1.0894,0.1737,0.127,6.44
326,logreg,HMM_b0.9_C3.0,-1.0894,0.1684,0.1202,6.91
326,logreg,HMM_b0.95_C3.0,-1.0894,0.1684,0.1202,6.91
326,logreg,HMM_b1.0_C3.0,-1.0894,0.1711,0.1207,7.17
326,logreg,HMM_b1.1_C3.0,-1.0894,0.1395,0.0653,7.45
326,logreg+features,Raw_C3.0,-1.0894,0.1737,0.1362,3.3
326,logreg+features,HMM_b0.4*_C3.0,-1.0894,0.1737,0.1237,6.03
326,logreg+features,HMM_b0.6_C3.0,-1.0894,0.1737,0.1238,6.23
326,logreg+features,HMM_b0.7_C3.0,-1.0894,0.1737,0.1238,6.23
326,logreg+features,HMM_b0.8_C3.0,-1.0894,0.1737,0.1271,6.44
326,logreg+features,HMM_b0.85_C3.0,-1.0894,0.1737,0.127,6.44
326,logreg+features,HMM_b0.9_C3.0,-1.0894,0.1684,0.1202,6.91
326,logreg+features,HMM_b0.95_C3.0,-1.0894,0.1684,0.1202,6.91
326,logreg+features,HMM_b1.0_C3.0,-1.0894,0.1711,0.1207,7.17
326,logreg+features,HMM_b1.1_C3.0,-1.0894,0.1395,0.0653,7.45
326,ensemble,Raw_w0.7,-1.0894,0.1868,0.0948,3.69
326,ensemble,HMM_b0.4*_w0.7,-1.0894,0.2184,0.0951,11.52
326,ensemble,HMM_b0.6_w0.7,-1.0894,0.2184,0.0916,15.2
326,ensemble,HMM_b0.7_w0.7,-1.0894,0.2184,0.092,16.52
326,ensemble,HMM_b0.8_w0.7,-1.0894,0.2184,0.0925,18.1
326,ensemble,HMM_b0.85_w0.7,-1.0894,0.2184,0.0925,18.1
326,ensemble,HMM_b0.9_w0.7,-1.0894,0.2289,0.0951,25.33
326,ensemble,HMM_b0.95_w0.7,-1.0894,0.2289,0.0955,25.33
326,ensemble,HMM_b1.0_w0.7,-1.0894,0.2132,0.0871,27.14
326,ensemble,HMM_b1.1_w0.7,-1.0894,0.2184,0.0899,31.67
