patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
272,logreg,Raw_C20.0,-1.5483,0.1384,0.1182,3.16
272,logreg,HMM_b0.4*_C20.0,-1.5483,0.1457,0.116,5.6
272,logreg,HMM_b0.6_C20.0,-1.5483,0.1457,0.1155,5.97
272,logreg,HMM_b0.7_C20.0,-1.5483,0.1548,0.1132,7.04
272,logreg,HMM_b0.8_C20.0,-1.5483,0.1603,0.1146,7.42
272,logreg,HMM_b0.85_C20.0,-1.5483,0.1603,0.1151,7.62
272,logreg,HMM_b0.9_C20.0,-1.5483,0.1621,0.1173,7.84
272,logreg,HMM_b0.95_C20.0,-1.5483,0.1621,0.1166,8.07
272,logreg,HMM_b1.0_C20.0,-1.5483,0.1621,0.1166,8.07
272,logreg,HMM_b1.1_C20.0,-1.5483,0.1712,0.1188,8.58
272,logreg+features,Raw_C20.0,-1.5483,0.1311,0.1155,3.37
272,logreg+features,HMM_b0.4*_C20.0,-1.5483,0.1421,0.117,5.38
272,logreg+features,HMM_b0.6_C20.0,-1.5483,0.1384,0.11,5.72
272,logreg+features,HMM_b0.7_C20.0,-1.5483,0.1512,0.1123,6.7
272,logreg+features,HMM_b0.8_C20.0,-1.5483,0.1512,0.1102,7.22
272,logreg+features,HMM_b0.85_C20.0,-1.5483,0.1512,0.1102,7.22
272,logreg+features,HMM_b0.9_C20.0,-1.5483,0.153,0.1108,7.62
272,logreg+features,HMM_b0.95_C20.0,-1.5483,0.1603,0.1121,8.32
272,logreg+features,HMM_b1.0_C20.0,-1.5483,0.1603,0.1118,8.58
272,logreg+features,HMM_b1.1_C20.0,-1.5483,0.1603,0.111,9.47
272,ensemble,Raw_w0.7,-1.5483,0.1403,0.1199,3.16
272,ensemble,HMM_b0.4*_w0.7,-1.5483,0.122,0.1052,6.61
272,ensemble,HMM_b0.6_w0.7,-1.5483,0.1257,0.1049,6.61
272,ensemble,HMM_b0.7_w0.7,-1.5483,0.1257,0.1046,6.95
272,ensemble,HMM_b0.8_w0.7,-1.5483,0.1202,0.0964,7.96
272,ensemble,HMM_b0.85_w0.7,-1.5483,0.1348,0.1027,8.45
272,ensemble,HMM_b0.9_w0.7,-1.5483,0.1403,0.1049,8.71
272,ensemble,HMM_b0.95_w0.7,-1.5483,0.1421,0.1072,9.0
272,ensemble,HMM_b1.0_w0.7,-1.5483,0.1512,0.1107,9.0
272,ensemble,HMM_b1.1_w0.7,-1.5483,0.1512,0.1099,9.31
