patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
326,knn,Raw,-8.1739,0.1505,0.1105,2.20
326,knn,EMA_a0.3,-8.1739,0.1403,0.0940,4.40
326,knn,EMA_a0.5,-8.1739,0.1378,0.0904,2.99
326,knn,EMA_a0.7,-8.1739,0.1403,0.0973,2.61
326,knn,HMM_b0.2,-8.1739,0.1862,0.0902,5.23
326,knn,HMM_b0.5,-8.1739,0.1862,0.0881,5.68
326,knn,HMM_b0.8,-8.1739,0.1939,0.0876,6.43
326,logreg,Raw_C10.0,-8.1739,0.1556,0.1178,2.61
326,logreg,EMA_a0.3_C10.0,-8.1739,0.1454,0.0937,4.13
326,logreg,EMA_a0.5_C10.0,-8.1739,0.1505,0.1051,3.19
326,logreg,EMA_a0.7_C10.0,-8.1739,0.1505,0.1116,2.72
326,logreg,HMM_b0.2_C10.0,-8.1739,0.1633,0.0918,6.43
326,logreg,HMM_b0.5_C10.0,-8.1739,0.1607,0.0849,6.64
326,logreg,HMM_b0.8_C10.0,-8.1739,0.1811,0.0915,7.13
