patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
325,logreg,Raw_C1.0,-2.0326,0.3092,0.1656,4.10
325,logreg,HMM_b0.8*_C1.0,-2.0326,0.3534,0.1502,14.15
325,logreg,HMM_b0.85_C1.0,-2.0326,0.3534,0.1502,14.15
325,logreg,HMM_b0.9_C1.0,-2.0326,0.3534,0.1502,14.15
325,logreg,HMM_b0.95_C1.0,-2.0326,0.3534,0.1502,14.15
325,logreg,HMM_b1.0_C1.0,-2.0326,0.3534,0.1502,14.15
325,logreg+features,Raw_C1.0,-2.0326,0.3145,0.1656,4.01
325,logreg+features,HMM_b0.8*_C1.0,-2.0326,0.3746,0.1552,14.89
325,logreg+features,HMM_b0.85_C1.0,-2.0326,0.3816,0.1562,15.72
325,logreg+features,HMM_b0.9_C1.0,-2.0326,0.3940,0.1592,16.65
325,logreg+features,HMM_b0.95_C1.0,-2.0326,0.3940,0.1592,16.65
325,logreg+features,HMM_b1.0_C1.0,-2.0326,0.3940,0.1592,16.65
325,ensemble,Raw_w0.7,-2.0326,0.3180,0.1630,4.46
325,ensemble,HMM_b0.8*_w0.7,-2.0326,0.4064,0.1723,20.21
325,ensemble,HMM_b0.85_w0.7,-2.0326,0.4134,0.1725,23.58
325,ensemble,HMM_b0.9_w0.7,-2.0326,0.4134,0.1725,23.58
325,ensemble,HMM_b0.95_w0.7,-2.0326,0.4134,0.1735,25.73
325,ensemble,HMM_b1.0_w0.7,-2.0326,0.4134,0.1735,25.73
