patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
301,logreg,Raw_C0.01,-6.7352,0.282,0.117,6.12
301,logreg,HMM_b0.4*_C0.01,-6.7352,0.282,0.1098,8.61
301,logreg,HMM_b0.6_C0.01,-6.7352,0.2844,0.1117,9.38
301,logreg,HMM_b0.7_C0.01,-6.7352,0.2844,0.1117,9.38
301,logreg,HMM_b0.8_C0.01,-6.7352,0.2891,0.113,9.81
301,logreg,HMM_b0.85_C0.01,-6.7352,0.2891,0.113,9.81
301,logreg,HMM_b0.9_C0.01,-6.7352,0.2891,0.113,9.81
301,logreg,HMM_b0.95_C0.01,-6.7352,0.2891,0.113,9.81
301,logreg,HMM_b1.0_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg,HMM_b1.1_C0.01,-6.7352,0.2867,0.1125,10.29
301,logreg+features,Raw_C0.01,-6.7352,0.2749,0.1121,5.86
301,logreg+features,HMM_b0.4*_C0.01,-6.7352,0.2796,0.1092,8.61
301,logreg+features,HMM_b0.6_C0.01,-6.7352,0.282,0.1117,8.98
301,logreg+features,HMM_b0.7_C0.01,-6.7352,0.282,0.1117,8.98
301,logreg+features,HMM_b0.8_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg+features,HMM_b0.85_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg+features,HMM_b0.9_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg+features,HMM_b0.95_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg+features,HMM_b1.0_C0.01,-6.7352,0.2867,0.1123,9.81
301,logreg+features,HMM_b1.1_C0.01,-6.7352,0.2867,0.1125,10.29
301,ensemble,Raw_w0.5,-6.7352,0.2796,0.1134,5.15
301,ensemble,HMM_b0.4*_w0.5,-6.7352,0.2796,0.1052,12.06
301,ensemble,HMM_b0.6_w0.5,-6.7352,0.2796,0.1031,12.79
301,ensemble,HMM_b0.7_w0.5,-6.7352,0.2796,0.1029,12.79
301,ensemble,HMM_b0.8_w0.5,-6.7352,0.2867,0.1195,15.63
301,ensemble,HMM_b0.85_w0.5,-6.7352,0.2867,0.1195,15.63
301,ensemble,HMM_b0.9_w0.5,-6.7352,0.2867,0.1195,15.63
301,ensemble,HMM_b0.95_w0.5,-6.7352,0.2867,0.1195,15.63
301,ensemble,HMM_b1.0_w0.5,-6.7352,0.2962,0.1271,14.55
301,ensemble,HMM_b1.1_w0.5,-6.7352,0.2962,0.1275,15.63
