patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
288,logreg,Raw_C1.0,-0.5081,0.2075,0.1286,3.98
288,logreg,HMM_b0.4*_C1.0,-0.5081,0.2012,0.1192,6.82
288,logreg,HMM_b0.6_C1.0,-0.5081,0.1997,0.1187,7.12
288,logreg,HMM_b0.7_C1.0,-0.5081,0.2012,0.112,7.45
288,logreg,HMM_b0.8_C1.0,-0.5081,0.2012,0.112,7.45
288,logreg,HMM_b0.85_C1.0,-0.5081,0.2012,0.112,7.45
288,logreg,HMM_b0.9_C1.0,-0.5081,0.1966,0.1072,7.63
288,logreg,HMM_b0.95_C1.0,-0.5081,0.1966,0.107,7.82
288,logreg,HMM_b1.0_C1.0,-0.5081,0.1966,0.107,7.82
288,logreg,HMM_b1.1_C1.0,-0.5081,0.195,0.1058,8.01
288,logreg+features,Raw_C1.0,-0.5081,0.2106,0.1302,3.98
288,logreg+features,HMM_b0.4*_C1.0,-0.5081,0.1966,0.1166,6.82
288,logreg+features,HMM_b0.6_C1.0,-0.5081,0.1919,0.1116,6.97
288,logreg+features,HMM_b0.7_C1.0,-0.5081,0.1888,0.0999,7.45
288,logreg+features,HMM_b0.8_C1.0,-0.5081,0.1888,0.0999,7.45
288,logreg+features,HMM_b0.85_C1.0,-0.5081,0.1888,0.0999,7.45
288,logreg+features,HMM_b0.9_C1.0,-0.5081,0.1888,0.0999,7.45
288,logreg+features,HMM_b0.95_C1.0,-0.5081,0.1888,0.0999,7.45
288,logreg+features,HMM_b1.0_C1.0,-0.5081,0.1888,0.0997,7.82
288,logreg+features,HMM_b1.1_C1.0,-0.5081,0.1888,0.0997,7.82
288,ensemble,Raw_w0.7,-0.5081,0.209,0.1288,4.3
288,ensemble,HMM_b0.4*_w0.7,-0.5081,0.2184,0.1262,8.66
288,ensemble,HMM_b0.6_w0.7,-0.5081,0.209,0.1153,9.43
288,ensemble,HMM_b0.7_w0.7,-0.5081,0.209,0.1153,9.43
288,ensemble,HMM_b0.8_w0.7,-0.5081,0.2075,0.1134,9.43
288,ensemble,HMM_b0.85_w0.7,-0.5081,0.2075,0.1134,9.43
288,ensemble,HMM_b0.9_w0.7,-0.5081,0.2059,0.1122,9.43
288,ensemble,HMM_b0.95_w0.7,-0.5081,0.2059,0.1122,9.43
288,ensemble,HMM_b1.0_w0.7,-0.5081,0.2059,0.1122,9.43
288,ensemble,HMM_b1.1_w0.7,-0.5081,0.2012,0.1074,9.71
