patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
293,logreg,Raw_C1.0,-0.5094,0.3072,0.1308,4.25
293,logreg,HMM_b0.4*_C1.0,-0.5094,0.3299,0.1438,10.32
293,logreg,HMM_b0.6_C1.0,-0.5094,0.3361,0.1457,11.28
293,logreg,HMM_b0.7_C1.0,-0.5094,0.3588,0.1567,13.11
293,logreg,HMM_b0.8_C1.0,-0.5094,0.3649,0.1594,13.86
293,logreg,HMM_b0.85_C1.0,-0.5094,0.3649,0.1641,14.7
293,logreg,HMM_b0.9_C1.0,-0.5094,0.3649,0.1641,14.7
293,logreg,HMM_b0.95_C1.0,-0.5094,0.3649,0.1632,15.65
293,logreg,HMM_b1.0_C1.0,-0.5094,0.3711,0.1658,16.72
293,logreg,HMM_b1.1_C1.0,-0.5094,0.3711,0.1658,16.72
293,logreg+features,Raw_C1.0,-0.5094,0.3031,0.13,4.33
293,logreg+features,HMM_b0.4*_C1.0,-0.5094,0.3299,0.1438,10.32
293,logreg+features,HMM_b0.6_C1.0,-0.5094,0.3361,0.1457,11.28
293,logreg+features,HMM_b0.7_C1.0,-0.5094,0.3505,0.1529,12.44
293,logreg+features,HMM_b0.8_C1.0,-0.5094,0.3649,0.1594,13.86
293,logreg+features,HMM_b0.85_C1.0,-0.5094,0.3649,0.1641,14.7
293,logreg+features,HMM_b0.9_C1.0,-0.5094,0.3649,0.1641,14.7
293,logreg+features,HMM_b0.95_C1.0,-0.5094,0.3711,0.1667,15.65
293,logreg+features,HMM_b1.0_C1.0,-0.5094,0.3711,0.1658,16.72
293,logreg+features,HMM_b1.1_C1.0,-0.5094,0.3711,0.1658,16.72
293,ensemble,Raw_w0.7,-0.5094,0.3134,0.1187,4.62
293,ensemble,HMM_b0.4*_w0.7,-0.5094,0.3381,0.1465,11.83
293,ensemble,HMM_b0.6_w0.7,-0.5094,0.3526,0.1545,12.44
293,ensemble,HMM_b0.7_w0.7,-0.5094,0.3526,0.1545,12.44
293,ensemble,HMM_b0.8_w0.7,-0.5094,0.367,0.1649,15.65
293,ensemble,HMM_b0.85_w0.7,-0.5094,0.3711,0.167,16.72
293,ensemble,HMM_b0.9_w0.7,-0.5094,0.3711,0.167,16.72
293,ensemble,HMM_b0.95_w0.7,-0.5094,0.3773,0.1696,17.96
293,ensemble,HMM_b1.0_w0.7,-0.5094,0.3773,0.1696,17.96
293,ensemble,HMM_b1.1_w0.7,-0.5094,0.3773,0.1967,19.4
