patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
239,logreg,Raw_C10.0,-2.3000,0.6550,0.3267,7.43
239,logreg,HMM_b0.8*_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg,HMM_b0.85_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg,HMM_b0.9_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg,HMM_b0.95_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg,HMM_b1.0_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg+features,Raw_C10.0,-2.3000,0.6550,0.3267,7.43
239,logreg+features,HMM_b0.8*_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg+features,HMM_b0.85_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg+features,HMM_b0.9_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg+features,HMM_b0.95_C10.0,-2.3000,0.6433,0.3077,11.40
239,logreg+features,HMM_b1.0_C10.0,-2.3000,0.6433,0.3077,11.40
239,ensemble,Raw_w0.6,-2.3000,0.6491,0.3114,8.14
239,ensemble,HMM_b0.8*_w0.6,-2.3000,0.6901,0.2722,171.00
239,ensemble,HMM_b0.85_w0.6,-2.3000,0.6901,0.2722,171.00
239,ensemble,HMM_b0.9_w0.6,-2.3000,0.6901,0.2722,171.00
239,ensemble,HMM_b0.95_w0.6,-2.3000,0.6901,0.2722,171.00
239,ensemble,HMM_b1.0_w0.6,-2.3000,0.6901,0.2722,171.00
