patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
272,knn,Raw,-11.3242,0.1566,0.1156,3.16
272,knn,EMA_a0.3,-11.3242,0.1366,0.0954,5.08
272,knn,EMA_a0.5,-11.3242,0.1512,0.1113,4.10
272,knn,EMA_a0.7,-11.3242,0.1548,0.1129,3.66
272,knn,HMM_b0.2,-11.3242,0.1730,0.1224,6.10
272,knn,HMM_b0.5,-11.3242,0.1785,0.1262,6.24
272,knn,HMM_b0.8,-11.3242,0.1803,0.1304,6.86
272,logreg,Raw_C1.0,-11.3242,0.1184,0.0890,3.64
272,logreg,EMA_a0.3_C1.0,-11.3242,0.1129,0.0831,4.86
272,logreg,EMA_a0.5_C1.0,-11.3242,0.1148,0.0877,4.10
272,logreg,EMA_a0.7_C1.0,-11.3242,0.1184,0.0907,4.04
272,logreg,HMM_b0.2_C1.0,-11.3242,0.1111,0.0886,7.13
272,logreg,HMM_b0.5_C1.0,-11.3242,0.1093,0.0688,8.19
272,logreg,HMM_b0.8_C1.0,-11.3242,0.1166,0.0704,9.31
