patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
280,logreg,Raw_C1.0,-1.3353,0.4209,0.1992,5.89
280,logreg,HMM_b0.4*_C1.0,-1.3353,0.416,0.2199,14.95
280,logreg,HMM_b0.6_C1.0,-1.3353,0.447,0.2287,18.58
280,logreg,HMM_b0.7_C1.0,-1.3353,0.4535,0.2302,19.77
280,logreg,HMM_b0.8_C1.0,-1.3353,0.4551,0.2212,22.7
280,logreg,HMM_b0.85_C1.0,-1.3353,0.4551,0.2212,22.7
280,logreg,HMM_b0.9_C1.0,-1.3353,0.4551,0.2212,22.7
280,logreg,HMM_b0.95_C1.0,-1.3353,0.4551,0.2204,24.52
280,logreg,HMM_b1.0_C1.0,-1.3353,0.4551,0.2208,26.65
280,logreg,HMM_b1.1_C1.0,-1.3353,0.4551,0.2208,26.65
280,logreg+features,Raw_C1.0,-1.3353,0.4192,0.1984,5.84
280,logreg+features,HMM_b0.4*_C1.0,-1.3353,0.4029,0.2159,14.26
280,logreg+features,HMM_b0.6_C1.0,-1.3353,0.4388,0.2249,17.51
280,logreg+features,HMM_b0.7_C1.0,-1.3353,0.447,0.2158,21.14
280,logreg+features,HMM_b0.8_C1.0,-1.3353,0.4535,0.2195,22.7
280,logreg+features,HMM_b0.85_C1.0,-1.3353,0.4535,0.2195,22.7
280,logreg+features,HMM_b0.9_C1.0,-1.3353,0.4535,0.2188,24.52
280,logreg+features,HMM_b0.95_C1.0,-1.3353,0.4535,0.2188,24.52
280,logreg+features,HMM_b1.0_C1.0,-1.3353,0.4535,0.2191,26.65
280,logreg+features,HMM_b1.1_C1.0,-1.3353,0.4535,0.2191,26.65
280,ensemble,Raw_w0.8,-1.3353,0.4339,0.2029,5.57
280,ensemble,HMM_b0.4*_w0.8,-1.3353,0.429,0.2238,17.51
280,ensemble,HMM_b0.6_w0.8,-1.3353,0.4617,0.2245,24.52
280,ensemble,HMM_b0.7_w0.8,-1.3353,0.4617,0.2245,24.52
280,ensemble,HMM_b0.8_w0.8,-1.3353,0.4568,0.2195,26.65
280,ensemble,HMM_b0.85_w0.8,-1.3353,0.4568,0.2195,26.65
280,ensemble,HMM_b0.9_w0.8,-1.3353,0.4568,0.2195,26.65
280,ensemble,HMM_b0.95_w0.8,-1.3353,0.4568,0.2195,26.65
280,ensemble,HMM_b1.0_w0.8,-1.3353,0.4568,0.2187,29.19
280,ensemble,HMM_b1.1_w0.8,-1.3353,0.4568,0.2191,32.26
