patient,decoder,variant,R2_behavior,accuracy,macroF1,mean_dwell_pred
304,logreg,Raw_C20.0,-2.797,0.1218,0.083,4.19
304,logreg,HMM_b0.4*_C20.0,-2.797,0.1218,0.0877,7.42
304,logreg,HMM_b0.6_C20.0,-2.797,0.1299,0.0955,8.0
304,logreg,HMM_b0.7_C20.0,-2.797,0.125,0.0919,8.21
304,logreg,HMM_b0.8_C20.0,-2.797,0.1282,0.0939,8.44
304,logreg,HMM_b0.85_C20.0,-2.797,0.1331,0.0981,8.68
304,logreg,HMM_b0.9_C20.0,-2.797,0.1331,0.0981,8.68
304,logreg,HMM_b0.95_C20.0,-2.797,0.1331,0.0981,8.68
304,logreg,HMM_b1.0_C20.0,-2.797,0.1331,0.0981,8.68
304,logreg,HMM_b1.1_C20.0,-2.797,0.1331,0.0981,8.68
304,logreg+features,Raw_C20.0,-2.797,0.1218,0.0827,4.03
304,logreg+features,HMM_b0.4*_C20.0,-2.797,0.1218,0.0872,7.08
304,logreg+features,HMM_b0.6_C20.0,-2.797,0.1266,0.0915,7.42
304,logreg+features,HMM_b0.7_C20.0,-2.797,0.1266,0.0915,7.42
304,logreg+features,HMM_b0.8_C20.0,-2.797,0.1315,0.0956,7.6
304,logreg+features,HMM_b0.85_C20.0,-2.797,0.1315,0.0956,7.6
304,logreg+features,HMM_b0.9_C20.0,-2.797,0.1347,0.0977,7.8
304,logreg+features,HMM_b0.95_C20.0,-2.797,0.1396,0.1026,8.21
304,logreg+features,HMM_b1.0_C20.0,-2.797,0.1396,0.1026,8.21
304,logreg+features,HMM_b1.1_C20.0,-2.797,0.1396,0.1026,8.21
304,ensemble,Raw_w0.4,-2.797,0.1169,0.0748,4.37
304,ensemble,HMM_b0.4*_w0.4,-2.797,0.0795,0.0498,12.57
304,ensemble,HMM_b0.6_w0.4,-2.797,0.0795,0.0497,12.57
304,ensemble,HMM_b0.7_w0.4,-2.797,0.0422,0.0312,14.33
304,ensemble,HMM_b0.8_w0.4,-2.797,0.0422,0.0311,14.33
304,ensemble,HMM_b0.85_w0.4,-2.797,0.0422,0.0311,14.33
304,ensemble,HMM_b0.9_w0.4,-2.797,0.0422,0.0311,14.33
304,ensemble,HMM_b0.95_w0.4,-2.797,0.0422,0.0311,14.33
304,ensemble,HMM_b1.0_w0.4,-2.797,0.0422,0.0306,15.02
304,ensemble,HMM_b1.1_w0.4,-2.797,0.0503,0.034,17.6
